index,athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
99,"Powers, Hollan",Arizona,Big 12,Long Jump,2023,SO-2,,,5.30,m,Pac-12 Track & Field Championships,2023-05-12,,,1.7,Outdoor,https://www.tfrrs.org/results/79702/4929174/Pac-12_Track__Field_Championships/Long-Jump,TFRRS all_performances
100,"Sieben, Skylar",Arizona,Big 12,Long Jump,2023,SR-4,,,5.36,m,Pac-12 Track & Field Championships,2023-05-12,,,0.7,Outdoor,https://www.tfrrs.org/results/79702/4929174/Pac-12_Track__Field_Championships/Long-Jump,TFRRS all_performances
101,"Sieben, Skylar",Arizona,Big 12,Long Jump,2023,SR-4,,,5.46,m,Pac-12 Track & Field Championships,2023-05-12,,,1.6,Outdoor,https://www.tfrrs.org/results/79702/4929174/Pac-12_Track__Field_Championships/Long-Jump,TFRRS all_performances
102,"Wise, Taylen",Arizona,Big 12,Long Jump,2023,FR-1,,,5.84,m,Pac-12 Track & Field Championships,2023-05-12,,,2.0,Outdoor,https://www.tfrrs.org/results/79702/4929145/Pac-12_Track__Field_Championships/Long-Jump,TFRRS all_performances
103,"Bonds, Talie",Arizona,Big 12,100H,2023,SR-4,,,12.72,seconds,NCAA West Preliminary Round,2023-05-24,,,0.2,Outdoor,https://www.tfrrs.org/results/81275/4936756/NCAA_West_Preliminary_Round/100-Hurdles,TFRRS all_performances
104,"Bonds, Talie",Arizona,Big 12,100H,2023,SR-4,,,12.86,seconds,NCAA West Preliminary Round,2023-05-24,,,0.8,Outdoor,https://www.tfrrs.org/results/81275/4936756/NCAA_West_Preliminary_Round/100-Hurdles,TFRRS all_performances
105,"Sanchez Nunez, Antonia",Arizona,Big 12,400H,2023,FR-1,,,59.61,seconds,NCAA West Preliminary Round,2023-05-24,,,,Outdoor,https://www.tfrrs.org/results/81275/4936760/NCAA_West_Preliminary_Round/400-Hurdles,TFRRS all_performances
106,"Bosko, Jenica",Arizona,Big 12,Long Jump,2023,SO-2,,,5.96,m,NCAA West Preliminary Round,2023-05-24,,,1.6,Outdoor,https://www.tfrrs.org/results/81275/4936740/NCAA_West_Preliminary_Round/Long-Jump,TFRRS all_performances
107,"Bonds, Talie",Arizona,Big 12,100H,2023,SR-4,,,12.75,seconds,NCAA Division I Outdoor Track & Field Championships,2023-06-07,,,+0.0,Outdoor,https://www.tfrrs.org/results/81300/4938114/NCAA_Division_I_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
108,"Tabugbo, Adaobi",BYU,Big 12,100H,2023,JR-3,,,13.63,seconds,Cardinal Classic,2023-03-18,,,-0.2,Outdoor,https://www.tfrrs.org/results/77088/4735141/Cardinal_Classic/100-Hurdles,TFRRS all_performances
109,"Bingham, Kathryn",BYU,Big 12,400H,2023,JR-3,,,1:03.80,seconds,Cardinal Classic,2023-03-18,,,,Outdoor,https://www.tfrrs.org/results/77088/4735142/Cardinal_Classic/400-Hurdles,TFRRS all_performances
110,"Passmore, Madeleine",BYU,Big 12,Long Jump,2023,FR-1,,,5.45,m,Cardinal Classic,2023-03-18,,,+0.0,Outdoor,https://www.tfrrs.org/results/77088/4735174/Cardinal_Classic/Long-Jump,TFRRS all_performances
111,"Passmore, Madeleine",BYU,Big 12,Long Jump,2023,FR-1,,,5.48,m,Cardinal Classic,2023-03-18,,,-0.4,Outdoor,https://www.tfrrs.org/results/77088/4735174/Cardinal_Classic/Long-Jump,TFRRS all_performances
112,"Passmore, Madeleine",BYU,Big 12,Long Jump,2023,FR-1,,,5.50,m,Cardinal Classic,2023-03-18,,,0.4,Outdoor,https://www.tfrrs.org/results/77088/4735174/Cardinal_Classic/Long-Jump,TFRRS all_performances
113,"Passmore, Madeleine",BYU,Big 12,Long Jump,2023,FR-1,,,5.58,m,Cardinal Classic,2023-03-18,,,0.7,Outdoor,https://www.tfrrs.org/results/77088/4735174/Cardinal_Classic/Long-Jump,TFRRS all_performances
114,"Passmore, Madeleine",BYU,Big 12,Long Jump,2023,FR-1,,,5.68,m,Cardinal Classic,2023-03-18,,,1.3,Outdoor,https://www.tfrrs.org/results/77088/4735174/Cardinal_Classic/Long-Jump,TFRRS all_performances
115,"Blackmon, Christina",BYU,Big 12,100H,2023,JR-3,,,16.55,seconds,44th Aztec Invitational,2023-03-23,,,-1.3,Outdoor,https://www.tfrrs.org/results/77705/4749105/44th_Aztec_Invitational/100-Hurdles,TFRRS all_performances
116,"Bonds, Zoey",BYU,Big 12,100H,2023,FR-1,,,14.73,seconds,44th Aztec Invitational,2023-03-23,,,-1.3,Outdoor,https://www.tfrrs.org/results/77705/4749105/44th_Aztec_Invitational/100-Hurdles,TFRRS all_performances
117,"Eaton , Madelyn",BYU,Big 12,100H,2023,JR-3,,,15.61,seconds,44th Aztec Invitational,2023-03-23,,,-1.3,Outdoor,https://www.tfrrs.org/results/77705/4749105/44th_Aztec_Invitational/100-Hurdles,TFRRS all_performances
118,"Eaton , Madelyn",BYU,Big 12,400H,2023,JR-3,,,1:04.73,seconds,44th Aztec Invitational,2023-03-23,,,,Outdoor,https://www.tfrrs.org/results/77705/4749153/44th_Aztec_Invitational/400-Hurdles,TFRRS all_performances
119,"Bonds, Zoey",BYU,Big 12,Long Jump,2023,FR-1,,,4.85,m,44th Aztec Invitational,2023-03-23,,,0.2,Outdoor,https://www.tfrrs.org/results/77705/4749102/44th_Aztec_Invitational/Long-Jump,TFRRS all_performances
120,"Bonds, Zoey",BYU,Big 12,Long Jump,2023,FR-1,,,4.87,m,44th Aztec Invitational,2023-03-23,,,0.2,Outdoor,https://www.tfrrs.org/results/77705/4749102/44th_Aztec_Invitational/Long-Jump,TFRRS all_performances
121,"Bonds, Zoey",BYU,Big 12,Long Jump,2023,FR-1,,,5.02,m,44th Aztec Invitational,2023-03-23,,,0.5,Outdoor,https://www.tfrrs.org/results/77705/4749102/44th_Aztec_Invitational/Long-Jump,TFRRS all_performances
122,"Eaton , Madelyn",BYU,Big 12,Long Jump,2023,JR-3,,,4.75,m,44th Aztec Invitational,2023-03-23,,,0.4,Outdoor,https://www.tfrrs.org/results/77705/4749102/44th_Aztec_Invitational/Long-Jump,TFRRS all_performances
123,"Eaton , Madelyn",BYU,Big 12,Long Jump,2023,JR-3,,,5.00,m,44th Aztec Invitational,2023-03-23,,,+0.0,Outdoor,https://www.tfrrs.org/results/77705/4749102/44th_Aztec_Invitational/Long-Jump,TFRRS all_performances
124,"Bingham, Kathryn",BYU,Big 12,400H,2023,JR-3,,,1:04.02,seconds,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,,Outdoor,https://www.tfrrs.org/results/77369/4767401/2023_95th_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
125,"Bonds, Zoey",BYU,Big 12,100H,2023,FR-1,,,14.50,seconds,Bobcat Invitational 2023,2023-03-30,,,2.0,Outdoor,https://www.tfrrs.org/results/75304/4766852/Bobcat_Invitational_2023/100-Hurdles,TFRRS all_performances
126,"Blackmon, Christina",BYU,Big 12,100H,2023,JR-3,,,16.30,seconds,2023 Utah-WSU Spring Classic,2023-04-07,,,-1.9,Outdoor,https://www.tfrrs.org/results/78325/4800299/2023_Utah-WSU_Spring_Classic/100-Hurdles,TFRRS all_performances
127,"Boggess, Meredith",BYU,Big 12,100H,2023,FR-1,,,16.07,seconds,2023 Utah-WSU Spring Classic,2023-04-07,,,-1.9,Outdoor,https://www.tfrrs.org/results/78325/4800299/2023_Utah-WSU_Spring_Classic/100-Hurdles,TFRRS all_performances
128,"Chenn, Eva",BYU,Big 12,100H,2023,FR-1,,,16.91,seconds,2023 Utah-WSU Spring Classic,2023-04-07,,,0.3,Outdoor,https://www.tfrrs.org/results/78325/4800299/2023_Utah-WSU_Spring_Classic/100-Hurdles,TFRRS all_performances
129,"Eaton , Madelyn",BYU,Big 12,100H,2023,JR-3,,,15.40,seconds,2023 Utah-WSU Spring Classic,2023-04-07,,,-1.9,Outdoor,https://www.tfrrs.org/results/78325/4800299/2023_Utah-WSU_Spring_Classic/100-Hurdles,TFRRS all_performances
130,"Lord, Tori",BYU,Big 12,100H,2023,FR-1,,,16.14,seconds,2023 Utah-WSU Spring Classic,2023-04-07,,,-0.6,Outdoor,https://www.tfrrs.org/results/78325/4800299/2023_Utah-WSU_Spring_Classic/100-Hurdles,TFRRS all_performances
131,"Middleton, Lindsey",BYU,Big 12,100H,2023,SO-2,,,14.61,seconds,Trojan Invite,2023-04-07,,,0.6,Outdoor,https://www.tfrrs.org/results/76990/4797075/Trojan_Invite/100-Hurdles,TFRRS all_performances
132,"Tabugbo, Adaobi",BYU,Big 12,100H,2023,JR-3,,,13.44,seconds,Trojan Invite,2023-04-07,,,0.9,Outdoor,https://www.tfrrs.org/results/76990/4797075/Trojan_Invite/100-Hurdles,TFRRS all_performances
133,"Bingham, Kathryn",BYU,Big 12,400H,2023,JR-3,,,1:04.68,seconds,2023 Utah-WSU Spring Classic,2023-04-07,,,,Outdoor,https://www.tfrrs.org/results/78325/4800318/2023_Utah-WSU_Spring_Classic/400-Hurdles,TFRRS all_performances
134,"Boggess, Meredith",BYU,Big 12,400H,2023,FR-1,,,1:03.72,seconds,2023 Utah-WSU Spring Classic,2023-04-07,,,,Outdoor,https://www.tfrrs.org/results/78325/4800318/2023_Utah-WSU_Spring_Classic/400-Hurdles,TFRRS all_performances
135,"Eaton , Madelyn",BYU,Big 12,400H,2023,JR-3,,,1:03.38,seconds,2023 Utah-WSU Spring Classic,2023-04-07,,,,Outdoor,https://www.tfrrs.org/results/78325/4800318/2023_Utah-WSU_Spring_Classic/400-Hurdles,TFRRS all_performances
136,"Hawkins , Kira",BYU,Big 12,400m,2023,FR-1,,,1:01.82,seconds,2023 Utah-WSU Spring Classic,2023-04-07,,,,Outdoor,https://www.tfrrs.org/results/78325/4800292/2023_Utah-WSU_Spring_Classic/400-Meters,TFRRS all_performances
137,"Oblad, Sami",BYU,Big 12,400m,2023,JR-3,,,56.75,seconds,Trojan Invite,2023-04-07,,,,Outdoor,https://www.tfrrs.org/results/76990/4797046/Trojan_Invite/400-Meters,TFRRS all_performances
138,"Pontius, Brilee",BYU,Big 12,400m,2023,SO-2,,,55.50,seconds,Trojan Invite,2023-04-07,,,,Outdoor,https://www.tfrrs.org/results/76990/4797046/Trojan_Invite/400-Meters,TFRRS all_performances
139,"Boggess, Meredith",BYU,Big 12,400H,2023,FR-1,,,1:04.17,seconds,Pacific Coast Invitational (Open/Unattached),2023-04-13,,,,Outdoor,https://www.tfrrs.org/results/77074/4937771/Pacific_Coast_Invitational_Open_Unattached/400-Hurdles,TFRRS all_performances
140,"Boggess, Meredith",BYU,Big 12,400H,2023,FR-1,,,1:04.17,seconds,Pacific Coast Invitational 2023,2023-04-13,,,,Outdoor,https://www.tfrrs.org/results/77075/4818030/Pacific_Coast_Invitational_2023/400-Hurdles,TFRRS all_performances
141,"Eaton , Madelyn",BYU,Big 12,400H,2023,JR-3,,,1:04.21,seconds,Pacific Coast Invitational (Open/Unattached),2023-04-13,,,,Outdoor,https://www.tfrrs.org/results/77074/4937771/Pacific_Coast_Invitational_Open_Unattached/400-Hurdles,TFRRS all_performances
142,"Eaton , Madelyn",BYU,Big 12,400H,2023,JR-3,,,1:04.21,seconds,Pacific Coast Invitational 2023,2023-04-13,,,,Outdoor,https://www.tfrrs.org/results/77075/4818030/Pacific_Coast_Invitational_2023/400-Hurdles,TFRRS all_performances
143,"Bonds, Zoey",BYU,Big 12,Long Jump,2023,FR-1,,,4.99,m,Pacific Coast Invitational (Open/Unattached),2023-04-13,,,0.6,Outdoor,https://www.tfrrs.org/results/77074/4937753/Pacific_Coast_Invitational_Open_Unattached/Long-Jump,TFRRS all_performances
144,"Bonds, Zoey",BYU,Big 12,Long Jump,2023,FR-1,,,4.99,m,Pacific Coast Invitational 2023,2023-04-13,,,0.6,Outdoor,https://www.tfrrs.org/results/77075/4818012/Pacific_Coast_Invitational_2023/Long-Jump,TFRRS all_performances
145,"Bonds, Zoey",BYU,Big 12,Long Jump,2023,FR-1,,,5.15,m,Pacific Coast Invitational (Open/Unattached),2023-04-13,,,1.8,Outdoor,https://www.tfrrs.org/results/77074/4937753/Pacific_Coast_Invitational_Open_Unattached/Long-Jump,TFRRS all_performances
146,"Bonds, Zoey",BYU,Big 12,Long Jump,2023,FR-1,,,5.15,m,Pacific Coast Invitational 2023,2023-04-13,,,1.8,Outdoor,https://www.tfrrs.org/results/77075/4818012/Pacific_Coast_Invitational_2023/Long-Jump,TFRRS all_performances
147,"Bonds, Zoey",BYU,Big 12,Long Jump,2023,FR-1,,,5.19,m,Pacific Coast Invitational (Open/Unattached),2023-04-13,,,+0.0,Outdoor,https://www.tfrrs.org/results/77074/4937753/Pacific_Coast_Invitational_Open_Unattached/Long-Jump,TFRRS all_performances
148,"Bonds, Zoey",BYU,Big 12,Long Jump,2023,FR-1,,,5.19,m,Pacific Coast Invitational 2023,2023-04-13,,,+0.0,Outdoor,https://www.tfrrs.org/results/77075/4818012/Pacific_Coast_Invitational_2023/Long-Jump,TFRRS all_performances
149,"Bonds, Zoey",BYU,Big 12,100H,2023,FR-1,,,14.50,seconds,Beach Invitational 2023,2023-04-14,,,1.9,Outdoor,https://www.tfrrs.org/results/77073/4826828/Beach_Invitational_2023/100-Hurdles,TFRRS all_performances
150,"Eaton , Madelyn",BYU,Big 12,100H,2023,JR-3,,,15.51,seconds,Beach Invitational 2023,2023-04-14,,,1.7,Outdoor,https://www.tfrrs.org/results/77073/4826828/Beach_Invitational_2023/100-Hurdles,TFRRS all_performances
151,"Lord, Tori",BYU,Big 12,100H,2023,FR-1,,,16.11,seconds,Beach Invitational 2023,2023-04-14,,,1.7,Outdoor,https://www.tfrrs.org/results/77073/4826828/Beach_Invitational_2023/100-Hurdles,TFRRS all_performances
152,"Boggess, Meredith",BYU,Big 12,400H,2023,FR-1,,,1:05.71,seconds,Beach Invitational 2023,2023-04-14,,,,Outdoor,https://www.tfrrs.org/results/77073/4826851/Beach_Invitational_2023/400-Hurdles,TFRRS all_performances
153,"Eaton , Madelyn",BYU,Big 12,400H,2023,JR-3,,,1:02.79,seconds,Beach Invitational 2023,2023-04-14,,,,Outdoor,https://www.tfrrs.org/results/77073/4826851/Beach_Invitational_2023/400-Hurdles,TFRRS all_performances
154,"Boggess, Meredith",BYU,Big 12,Long Jump,2023,FR-1,,,4.86,m,Beach Invitational 2023,2023-04-14,,,+0.0,Outdoor,https://www.tfrrs.org/results/77073/4826819/Beach_Invitational_2023/Long-Jump,TFRRS all_performances
155,"Boggess, Meredith",BYU,Big 12,Long Jump,2023,FR-1,,,5.13,m,Beach Invitational 2023,2023-04-14,,,1.5,Outdoor,https://www.tfrrs.org/results/77073/4826819/Beach_Invitational_2023/Long-Jump,TFRRS all_performances
156,"Boggess, Meredith",BYU,Big 12,Long Jump,2023,FR-1,,,5.15,m,Beach Invitational 2023,2023-04-14,,,1.8,Outdoor,https://www.tfrrs.org/results/77073/4826819/Beach_Invitational_2023/Long-Jump,TFRRS all_performances
157,"Eaton , Madelyn",BYU,Big 12,Long Jump,2023,JR-3,,,4.88,m,Beach Invitational 2023,2023-04-14,,,0.3,Outdoor,https://www.tfrrs.org/results/77073/4826819/Beach_Invitational_2023/Long-Jump,TFRRS all_performances
158,"Eaton , Madelyn",BYU,Big 12,Long Jump,2023,JR-3,,,5.03,m,Beach Invitational 2023,2023-04-14,,,1.0,Outdoor,https://www.tfrrs.org/results/77073/4826819/Beach_Invitational_2023/Long-Jump,TFRRS all_performances
159,"Eaton , Madelyn",BYU,Big 12,Long Jump,2023,JR-3,,,5.12,m,Beach Invitational 2023,2023-04-14,,,1.6,Outdoor,https://www.tfrrs.org/results/77073/4826819/Beach_Invitational_2023/Long-Jump,TFRRS all_performances
160,"Lord, Tori",BYU,Big 12,Long Jump,2023,FR-1,,,4.51,m,Beach Invitational 2023,2023-04-14,,,0.3,Outdoor,https://www.tfrrs.org/results/77073/4826819/Beach_Invitational_2023/Long-Jump,TFRRS all_performances
161,"Lord, Tori",BYU,Big 12,Long Jump,2023,FR-1,,,4.57,m,Beach Invitational 2023,2023-04-14,,,0.3,Outdoor,https://www.tfrrs.org/results/77073/4826819/Beach_Invitational_2023/Long-Jump,TFRRS all_performances
162,"Lord, Tori",BYU,Big 12,Long Jump,2023,FR-1,,,4.65,m,Beach Invitational 2023,2023-04-14,,,1.2,Outdoor,https://www.tfrrs.org/results/77073/4826819/Beach_Invitational_2023/Long-Jump,TFRRS all_performances
163,"Boggess, Meredith",BYU,Big 12,100H,2023,FR-1,,,16.05,seconds,2023 BYU Robison Invitational,2023-04-19,,,1.6,Outdoor,https://www.tfrrs.org/results/80716/4897851/2023_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
164,"Lord, Tori",BYU,Big 12,100H,2023,,,,15.97,seconds,2023 BYU Robison Invitational,2023-04-19,,,1.6,Outdoor,https://www.tfrrs.org/results/80716/4897851/2023_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
165,"Middleton, Lindsey",BYU,Big 12,100H,2023,SO-2,,,14.04,seconds,2023 BYU Robison Invitational,2023-04-19,,,1.0,Outdoor,https://www.tfrrs.org/results/80716/4897823/2023_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
166,"Middleton, Lindsey",BYU,Big 12,100H,2023,SO-2,,,14.05,seconds,2023 BYU Robison Invitational,2023-04-19,,,2.0,Outdoor,https://www.tfrrs.org/results/80716/4897823/2023_BYU_Robison_Invitational/100-Hurdles,TFRRS all_performances
167,"Bingham, Kathryn",BYU,Big 12,400H,2023,JR-3,,,1:02.05,seconds,2023 BYU Robison Invitational,2023-04-19,,,,Outdoor,https://www.tfrrs.org/results/80716/4897826/2023_BYU_Robison_Invitational/400-Hurdles,TFRRS all_performances
168,"Boggess, Meredith",BYU,Big 12,400H,2023,FR-1,,,1:03.50,seconds,2023 BYU Robison Invitational,2023-04-19,,,,Outdoor,https://www.tfrrs.org/results/80716/4897826/2023_BYU_Robison_Invitational/400-Hurdles,TFRRS all_performances
169,"Eaton, Madelyn",BYU,Big 12,400H,2023,JR-3,,,1:03.73,seconds,2023 BYU Robison Invitational,2023-04-19,,,,Outdoor,https://www.tfrrs.org/results/80716/4897826/2023_BYU_Robison_Invitational/400-Hurdles,TFRRS all_performances
170,"Barber, Marianne",BYU,Big 12,400m,2023,FR-1,,,54.46,seconds,2023 BYU Robison Invitational,2023-04-19,,,,Outdoor,https://www.tfrrs.org/results/80716/4897816/2023_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
171,"Hawkins, Kira",BYU,Big 12,400m,2023,FR-1,,,1:00.66,seconds,2023 BYU Robison Invitational,2023-04-19,,,,Outdoor,https://www.tfrrs.org/results/80716/4897816/2023_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
172,"Oblad, Sami",BYU,Big 12,400m,2023,JR-3,,,55.21,seconds,2023 BYU Robison Invitational,2023-04-19,,,,Outdoor,https://www.tfrrs.org/results/80716/4897816/2023_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
173,"Pontius, Brilee",BYU,Big 12,400m,2023,SO-2,,,55.24,seconds,2023 BYU Robison Invitational,2023-04-19,,,,Outdoor,https://www.tfrrs.org/results/80716/4897816/2023_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
174,"Seymour, Claire",BYU,Big 12,400m,2023,SR-4,,,53.90,seconds,2023 BYU Robison Invitational,2023-04-19,,,,Outdoor,https://www.tfrrs.org/results/80716/4897816/2023_BYU_Robison_Invitational/400-Meters,TFRRS all_performances
175,"Bonds, Zoey",BYU,Big 12,100H,2023,FR-1,,,14.20,seconds,Desert Heat Classic 2023,2023-04-29,,,0.3,Outdoor,https://www.tfrrs.org/results/76358/4881904/_Desert_Heat_Classic_2023/100-Hurdles,TFRRS all_performances
176,"Chenn, Eva",BYU,Big 12,100H,2023,FR-1,,,16.41,seconds,Desert Heat Classic 2023,2023-04-29,,,0.4,Outdoor,https://www.tfrrs.org/results/76358/4881904/_Desert_Heat_Classic_2023/100-Hurdles,TFRRS all_performances
177,"Eaton , Madelyn",BYU,Big 12,100H,2023,JR-3,,,15.39,seconds,Desert Heat Classic 2023,2023-04-29,,,0.4,Outdoor,https://www.tfrrs.org/results/76358/4881904/_Desert_Heat_Classic_2023/100-Hurdles,TFRRS all_performances
178,"Lord, Tori",BYU,Big 12,100H,2023,FR-1,,,15.57,seconds,Desert Heat Classic 2023,2023-04-29,,,0.4,Outdoor,https://www.tfrrs.org/results/76358/4881904/_Desert_Heat_Classic_2023/100-Hurdles,TFRRS all_performances
179,"Middleton, Lindsey",BYU,Big 12,100H,2023,SO-2,,,14.15,seconds,Desert Heat Classic 2023,2023-04-29,,,0.5,Outdoor,https://www.tfrrs.org/results/76358/4881904/_Desert_Heat_Classic_2023/100-Hurdles,TFRRS all_performances
180,"Tabugbo, Adaobi",BYU,Big 12,100H,2023,JR-3,,,13.92,seconds,Desert Heat Classic 2023,2023-04-29,,,-1.5,Outdoor,https://www.tfrrs.org/results/76358/4881904/_Desert_Heat_Classic_2023/100-Hurdles,TFRRS all_performances
181,"Bingham, Kathryn",BYU,Big 12,400H,2023,JR-3,,,1:02.33,seconds,Desert Heat Classic 2023,2023-04-29,,,,Outdoor,https://www.tfrrs.org/results/76358/4881910/_Desert_Heat_Classic_2023/400-Hurdles,TFRRS all_performances
182,"Boggess, Meredith",BYU,Big 12,400H,2023,FR-1,,,1:03.78,seconds,Desert Heat Classic 2023,2023-04-29,,,,Outdoor,https://www.tfrrs.org/results/76358/4881910/_Desert_Heat_Classic_2023/400-Hurdles,TFRRS all_performances
183,"Eaton , Madelyn",BYU,Big 12,400H,2023,JR-3,,,1:03.27,seconds,Desert Heat Classic 2023,2023-04-29,,,,Outdoor,https://www.tfrrs.org/results/76358/4881910/_Desert_Heat_Classic_2023/400-Hurdles,TFRRS all_performances
184,"Middleton, Lindsey",BYU,Big 12,400H,2023,SO-2,,,1:02.63,seconds,Desert Heat Classic 2023,2023-04-29,,,,Outdoor,https://www.tfrrs.org/results/76358/4881910/_Desert_Heat_Classic_2023/400-Hurdles,TFRRS all_performances
185,"Oblad, Sami",BYU,Big 12,400m,2023,JR-3,,,56.37,seconds,Desert Heat Classic 2023,2023-04-29,,,,Outdoor,https://www.tfrrs.org/results/76358/4881902/_Desert_Heat_Classic_2023/400-Meters,TFRRS all_performances
186,"Pontius, Brilee",BYU,Big 12,400m,2023,SO-2,,,54.81,seconds,Desert Heat Classic 2023,2023-04-29,,,,Outdoor,https://www.tfrrs.org/results/76358/4881902/_Desert_Heat_Classic_2023/400-Meters,TFRRS all_performances
187,"Chenn, Eva",BYU,Big 12,Long Jump,2023,FR-1,,,4.46,m,Desert Heat Classic 2023,2023-04-29,,,0.3,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
188,"Chenn, Eva",BYU,Big 12,Long Jump,2023,FR-1,,,4.48,m,Desert Heat Classic 2023,2023-04-29,,,1.1,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
189,"Chenn, Eva",BYU,Big 12,Long Jump,2023,FR-1,,,4.49,m,Desert Heat Classic 2023,2023-04-29,,,+0.0,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
190,"Lord, Tori",BYU,Big 12,Long Jump,2023,FR-1,,,4.47,m,Desert Heat Classic 2023,2023-04-29,,,1.1,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
191,"Lord, Tori",BYU,Big 12,Long Jump,2023,FR-1,,,4.63,m,Desert Heat Classic 2023,2023-04-29,,,+0.0,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
192,"Lord, Tori",BYU,Big 12,Long Jump,2023,FR-1,,,4.70,m,Desert Heat Classic 2023,2023-04-29,,,+0.0,Outdoor,https://www.tfrrs.org/results/76358/4881922/_Desert_Heat_Classic_2023/Long-Jump,TFRRS all_performances
193,"Bonds, Zoey",BYU,Big 12,100H,2023,FR-1,,,14.27,seconds,2023 BYU Westminster Dual,2023-05-03,,,-1.2,Outdoor,https://www.tfrrs.org/results/81019/4914401/2023_BYU_Westminster_Dual/100-Hurdles,TFRRS all_performances
194,"Chenn, Eva",BYU,Big 12,100H,2023,,,,16.51,seconds,2023 BYU Westminster Dual,2023-05-03,,,-1.2,Outdoor,https://www.tfrrs.org/results/81019/4914401/2023_BYU_Westminster_Dual/100-Hurdles,TFRRS all_performances
195,"Lord, Tori",BYU,Big 12,100H,2023,,,,16.18,seconds,2023 BYU Westminster Dual,2023-05-03,,,-1.2,Outdoor,https://www.tfrrs.org/results/81019/4914401/2023_BYU_Westminster_Dual/100-Hurdles,TFRRS all_performances
196,"Bingham, Kathryn",BYU,Big 12,400H,2023,JR-3,,,1:01.06,seconds,2023 BYU Westminster Dual,2023-05-03,,,,Outdoor,https://www.tfrrs.org/results/81019/4914390/2023_BYU_Westminster_Dual/400-Hurdles,TFRRS all_performances
197,"Boggess, Meredith",BYU,Big 12,400H,2023,FR-1,,,1:02.33,seconds,2023 BYU Westminster Dual,2023-05-03,,,,Outdoor,https://www.tfrrs.org/results/81019/4914390/2023_BYU_Westminster_Dual/400-Hurdles,TFRRS all_performances
198,"Eaton, Madelyn",BYU,Big 12,400H,2023,JR-3,,,1:02.78,seconds,2023 BYU Westminster Dual,2023-05-03,,,,Outdoor,https://www.tfrrs.org/results/81019/4914390/2023_BYU_Westminster_Dual/400-Hurdles,TFRRS all_performances
199,"Chenn, Eva",BYU,Big 12,100H,2023,,,,16.09,seconds,BYU Cougar Invitational,2023-05-12,,,+0.0,Outdoor,https://www.tfrrs.org/results/81215/4928571/BYU_Cougar_Invitational/100-Hurdles,TFRRS all_performances
200,"Lord, Tori",BYU,Big 12,100H,2023,,,,15.47,seconds,BYU Cougar Invitational,2023-05-12,,,+0.0,Outdoor,https://www.tfrrs.org/results/81215/4928571/BYU_Cougar_Invitational/100-Hurdles,TFRRS all_performances
201,"Bingham, Kathryn",BYU,Big 12,400H,2023,JR-3,,,1:01.13,seconds,BYU Cougar Invitational,2023-05-12,,,,Outdoor,https://www.tfrrs.org/results/81215/4928530/BYU_Cougar_Invitational/400-Hurdles,TFRRS all_performances
202,"Boggess, Meredith",BYU,Big 12,400H,2023,FR-1,,,1:01.76,seconds,BYU Cougar Invitational,2023-05-12,,,,Outdoor,https://www.tfrrs.org/results/81215/4928530/BYU_Cougar_Invitational/400-Hurdles,TFRRS all_performances
203,"Boggess, Meredith",BYU,Big 12,400H,2023,FR-1,,,1:02.43,seconds,BYU Cougar Invitational,2023-05-12,,,,Outdoor,https://www.tfrrs.org/results/81215/4928530/BYU_Cougar_Invitational/400-Hurdles,TFRRS all_performances
204,"Eaton, Madelyn",BYU,Big 12,400H,2023,JR-3,,,1:02.14,seconds,BYU Cougar Invitational,2023-05-12,,,,Outdoor,https://www.tfrrs.org/results/81215/4928530/BYU_Cougar_Invitational/400-Hurdles,TFRRS all_performances
205,"Eaton, Madelyn",BYU,Big 12,400H,2023,JR-3,,,1:03.96,seconds,BYU Cougar Invitational,2023-05-12,,,,Outdoor,https://www.tfrrs.org/results/81215/4928530/BYU_Cougar_Invitational/400-Hurdles,TFRRS all_performances
206,"Middleton, Lindsey",BYU,Big 12,400H,2023,SO-2,,,1:01.27,seconds,BYU Cougar Invitational,2023-05-12,,,,Outdoor,https://www.tfrrs.org/results/81215/4928530/BYU_Cougar_Invitational/400-Hurdles,TFRRS all_performances
